"parent_industry","industry","company_id"
Utilities,Utilities,77078
Media,Media,77078
Education,Education,77078
Banking,Banking and Financial Services,77084
Education,Education,77084
Retail,Retail,77084
Utilities,Utilities,77085
Education,Education,77085
Retail,Retail,77085
Professional Services,Software and IT Services,77087
Banking,Banking and Financial Services,77091
Education,Education,77091
Professional Services,Business Services,77096
Construction,Construction,77096
Telecommunications,Communications Services,77096
Education,Education,77098
Transportation,Transportation,77099
Media,Media,77100
Banking,Banking and Financial Services,77100
Education,Education,77100
Transportation,Transportation,77100
Retail,Retail,77106
Construction,Construction,77113
Professional Services,Business Services,77123
Banking,Banking and Financial Services,77126
Telecommunications,Communications Services,77126
Insurance,Insurance Carriers,77126
Education,Education,77127
Banking,Banking and Financial Services,77131
Discrete Manufacturing,Automotive,77131
Transportation,Transportation,77131
Retail,Retail,77131
Retail,Retail,77133
Education,Education,77134
Professional Services,Business Services,77137
Healthcare Provider,Health,77137
Retail,Retail,77142
Construction,Construction,77146
Retail,Retail,77146
Education,Education,77149
Utilities,Utilities,77153
Construction,Construction,77154
Transportation,Transportation,77154
Retail,Retail,77160
Professional Services,Business Services,77165
Media,Media,77167
Banking,Banking and Financial Services,77167
Discrete Manufacturing,Automotive,77167
Construction,Construction,77167
Education,Education,77167
Transportation,Transportation,77167
Retail,Retail,77167
Education,Education,77171
Banking,Banking and Financial Services,77177
Construction,Construction,77177
Professional Services,Software and IT Services,77179
Banking,Banking and Financial Services,77180
Media,Media,77184
Transportation,Transportation,77184
Retail,Retail,77184
Professional Services,Business Services,77186
Utilities,Utilities,77188
Media,Media,77188
Banking,Banking and Financial Services,77188
Retail,Retail,77188
Banking,Banking and Financial Services,77198
Media,Media,77200
Banking,Banking and Financial Services,77200
Education,Education,77200
Transportation,Transportation,77200
Retail,Retail,77200
Media,Media,77207
Professional Services,Business Services,77209
Banking,Banking and Financial Services,77220
Education,Education,77220
Retail,Other Retail,77221
Construction,Construction,77224
Education,Education,77224
Transportation,Transportation,77224
Professional Services,Business Services,77226
Telecommunications,Communications Services,77226
Retail,Retail,77232
Construction,Construction,77242
Discrete Manufacturing,Automotive,77246
Construction,Construction,77246
Education,Education,77246
Education,Education,77247
Banking,Banking and Financial Services,77253
Construction,Construction,77255
Education,Education,77255
Retail,Retail,77256
Professional Services,Business Services,77261
Utilities,Utilities,77263
Construction,Construction,77263
Discrete Manufacturing,Automotive,77267
Construction,Construction,77270
Education,Education,77270
Transportation,Transportation,77270
Education,Education,77271
Construction,Construction,77273
Banking,Banking and Financial Services,77277
Retail,Retail,77277
Discrete Manufacturing,Automotive,77283
Construction,Construction,77284
Retail,Retail,77284
Media,Media,77286
Discrete Manufacturing,Automotive,77286
Education,Education,77286
Retail,Retail,77286
Education,Education,77292
Retail,Other Retail,77298
Telecommunications,Communications Services,77298
Education,Education,77298
Retail,Retail,77298
Utilities,Utilities,77301
Banking,Banking and Financial Services,77301
Discrete Manufacturing,Automotive,77301
Construction,Construction,77301
Education,Education,77301
Retail,Retail,77301
Banking,Banking and Financial Services,77303
Construction,Construction,77303
Education,Education,77303
Professional Services,Business Services,77304
Banking,Banking and Financial Services,77304
Telecommunications,Communications Services,77304
Retail,Retail,77305
Utilities,Utilities,77306
Professional Services,Business Services,77306
Construction,Construction,77306
Retail,Retail,77306
Discrete Manufacturing,Discrete Manufacturing,77312
Transportation,Transportation,77312
Utilities,Utilities,77317
Banking,Banking and Financial Services,77318
Telecommunications,Communications Services,77320
Education,Education,77320
Construction,Construction,77321
Education,Education,77321
Transportation,Transportation,77321
Professional Services,Business Services,77327
Banking,Banking and Financial Services,77327
Professional Services,Software and IT Services,77327
Discrete Manufacturing,Automotive,77327
Education,Education,77327
Retail,Retail,77327
Discrete Manufacturing,Automotive,77329
Education,Education,77331
Transportation,Transportation,77331
Education,Education,77332
Utilities,Utilities,77339
Education,Education,77339
Federal/Central Government,Federal/Central Government,77340
Banking,Banking and Financial Services,77341
Transportation,Transportation,77341
Construction,Construction,77342
Retail,Retail,77349
Utilities,Utilities,77353
Professional Services,Online Properties,77353
Telecommunications,Communications Services,77353
Process Manufacturing,Other Process Manufacturing,77355
Banking,Banking and Financial Services,77361
Education,Education,77361
Education,Education,77363
Retail,Retail,77363
