"third_platform_category","third_platform_detail","company_id"
Innovation Accelerators,Internet of Things (IoT),51875
Innovation Accelerators,Artificial Intelligence Systems,51892
Pillars,Social,51895
Innovation Accelerators,Internet of Things (IoT),51898
Innovation Accelerators,Blockchain,51898
Innovation Accelerators,Internet of Things (IoT),51900
Innovation Accelerators,Artificial Intelligence Systems,51902
Pillars,Social,51903
Innovation Accelerators,Internet of Things (IoT),51903
Pillars,Social,51910
Innovation Accelerators,Artificial Intelligence Systems,51915
Innovation Accelerators,Artificial Intelligence Systems,51921
Pillars,Social,51931
Pillars,Social,51940
Pillars,Social,51944
Pillars,Social,51949
Pillars,Social,51977
Pillars,Social,51978
Innovation Accelerators,Artificial Intelligence Systems,51987
Pillars,Social,51992
Pillars,Social,51993
Innovation Accelerators,Internet of Things (IoT),51996
Pillars,Social,51997
Pillars,Social,52007
Pillars,Big Data and Analytics,52007
Innovation Accelerators,Internet of Things (IoT),52007
Innovation Accelerators,Internet of Things (IoT),52009
Innovation Accelerators,"3D Printing",52009
Innovation Accelerators,AR/VR,52014
Pillars,Social,52024
Pillars,Social,52027
Innovation Accelerators,Internet of Things (IoT),52027
Innovation Accelerators,Blockchain,52027
Innovation Accelerators,Blockchain,52030
Innovation Accelerators,Artificial Intelligence Systems,52044
Pillars,Social,52048
Pillars,Big Data and Analytics,52048
Pillars,Social,52051
Pillars,Social,52056
Pillars,Social,52070
Pillars,Social,52073
Innovation Accelerators,AR/VR,52073
Pillars,Social,52076
Pillars,Social,52096
Pillars,Social,52102
Pillars,Social,52109
Pillars,Social,52116
Pillars,Social,52118
Innovation Accelerators,Robotics,52124
Pillars,Social,52125
Innovation Accelerators,Internet of Things (IoT),52125
Innovation Accelerators,Robotics,52129
Innovation Accelerators,Artificial Intelligence Systems,52135
Pillars,Social,52143
Pillars,Social,52148
Innovation Accelerators,Internet of Things (IoT),52148
Innovation Accelerators,Robotics,52148
Pillars,Social,52157
Pillars,Social,52168
Innovation Accelerators,Internet of Things (IoT),52168
Innovation Accelerators,Artificial Intelligence Systems,52168
Innovation Accelerators,Blockchain,52168
Pillars,Social,52181
Pillars,Social,52186
Pillars,Social,52188
Pillars,Social,52189
Pillars,Social,52197
Pillars,Social,52201
Innovation Accelerators,Internet of Things (IoT),52201
Pillars,Social,52211
Pillars,Big Data and Analytics,52211
Innovation Accelerators,Internet of Things (IoT),52211
Pillars,Social,52213
Innovation Accelerators,Artificial Intelligence Systems,52222
Pillars,Social,52223
Pillars,Social,52227
Pillars,Social,52251
Innovation Accelerators,Internet of Things (IoT),52252
Innovation Accelerators,Artificial Intelligence Systems,52258
Pillars,Social,52277
Innovation Accelerators,Internet of Things (IoT),52278
Pillars,Social,52279
Pillars,Social,52282
Innovation Accelerators,Internet of Things (IoT),52282
Pillars,Social,52298
Pillars,Social,52301
Innovation Accelerators,"3D Printing",52304
Innovation Accelerators,Artificial Intelligence Systems,52312
Pillars,Social,52321
Innovation Accelerators,Internet of Things (IoT),52321
Pillars,Social,52324
Pillars,Social,52352
Pillars,Social,52353
Innovation Accelerators,Internet of Things (IoT),52353
Pillars,Social,52355
Pillars,Social,52356
Pillars,Social,52367
Pillars,Social,52371
Pillars,Social,52374
Pillars,Social,52375
Pillars,Social,52387
Pillars,Social,52392
Pillars,Social,52394
Pillars,Social,52409
Innovation Accelerators,Robotics,52422
Innovation Accelerators,Next Generation Security,52424
Innovation Accelerators,"3D Printing",52436
Innovation Accelerators,Internet of Things (IoT),52450
Pillars,Social,52457
Pillars,Social,52460
Pillars,Social,52461
Pillars,Social,52467
Innovation Accelerators,Internet of Things (IoT),52482
Innovation Accelerators,"3D Printing",52485
Innovation Accelerators,Robotics,52505
Pillars,Social,52514
Pillars,Social,52516
Innovation Accelerators,Robotics,52517
Innovation Accelerators,Artificial Intelligence Systems,52517
Pillars,Social,52520
Innovation Accelerators,Internet of Things (IoT),52520
Pillars,Social,52538
Innovation Accelerators,Blockchain,52538
Innovation Accelerators,Robotics,52540
Innovation Accelerators,Internet of Things (IoT),52555
Pillars,Social,52562
Pillars,Social,52564
Innovation Accelerators,Internet of Things (IoT),52572
Pillars,Social,52574
Pillars,Social,52577
Innovation Accelerators,Robotics,52586
Innovation Accelerators,AR/VR,52591
Innovation Accelerators,"3D Printing",52592
Pillars,Social,52605
Pillars,Social,52617
Pillars,Social,52620
Innovation Accelerators,Internet of Things (IoT),52622
Pillars,Social,52631
Pillars,Social,52642
Pillars,Social,52656
Innovation Accelerators,Internet of Things (IoT),52658
Pillars,Social,52676
Pillars,Social,52678
Innovation Accelerators,Artificial Intelligence Systems,52682
Pillars,Social,52683
Innovation Accelerators,Robotics,52691
Pillars,Social,52694
Innovation Accelerators,Internet of Things (IoT),52694
Pillars,Social,52696
Pillars,Social,52698
Innovation Accelerators,Internet of Things (IoT),52698
Innovation Accelerators,Robotics,52698
Innovation Accelerators,Blockchain,52698
Innovation Accelerators,Blockchain,52700
Innovation Accelerators,Internet of Things (IoT),52705
Pillars,Social,52715
Pillars,Social,52717
Innovation Accelerators,Internet of Things (IoT),52717
Pillars,Social,52718
Innovation Accelerators,Internet of Things (IoT),52732
Pillars,Social,52735
Pillars,Social,52742
Pillars,Social,52745
Pillars,Social,52750
Pillars,Social,52760
Innovation Accelerators,Internet of Things (IoT),52760
Innovation Accelerators,Robotics,52760
Pillars,Social,52761
Pillars,Social,52782
Innovation Accelerators,Internet of Things (IoT),52782
Pillars,Social,52783
Innovation Accelerators,Internet of Things (IoT),52783
Innovation Accelerators,Robotics,52788
Pillars,Social,52789
Innovation Accelerators,Internet of Things (IoT),52789
Innovation Accelerators,Blockchain,52789
Innovation Accelerators,"3D Printing",52800
Pillars,Social,52802
Innovation Accelerators,Internet of Things (IoT),52836
Innovation Accelerators,Next Generation Security,52837
Pillars,Social,52847
Innovation Accelerators,Internet of Things (IoT),52850
Innovation Accelerators,Internet of Things (IoT),52851
Innovation Accelerators,Blockchain,52851
Pillars,Social,52859
Pillars,Social,52860
Pillars,Social,52864
Pillars,Social,52867
Pillars,Social,52873
Innovation Accelerators,Artificial Intelligence Systems,52876
Pillars,Social,52880
Pillars,Social,52881
Pillars,Social,52885
Innovation Accelerators,Blockchain,52885
Pillars,Social,52887
Innovation Accelerators,Internet of Things (IoT),52887
Innovation Accelerators,Blockchain,52887
Pillars,Social,52890
Pillars,Social,52900
Innovation Accelerators,Robotics,52912
Pillars,Social,52915
Pillars,Social,52917
Pillars,Social,52918
Innovation Accelerators,Blockchain,52925
Innovation Accelerators,Robotics,52927
Innovation Accelerators,Artificial Intelligence Systems,52933
Pillars,Big Data and Analytics,52955
Innovation Accelerators,Robotics,52956
Innovation Accelerators,"3D Printing",52965
Pillars,Social,52969
Pillars,Social,52975
Innovation Accelerators,AR/VR,52976
Pillars,Social,52985
Innovation Accelerators,Internet of Things (IoT),52985
Innovation Accelerators,Next Generation Security,52997
Pillars,Social,52998
Innovation Accelerators,Internet of Things (IoT),52998
Innovation Accelerators,Internet of Things (IoT),53002
Pillars,Social,53005
Pillars,Social,53008
Innovation Accelerators,Internet of Things (IoT),53008
Innovation Accelerators,Robotics,53008
Innovation Accelerators,AR/VR,53008
Pillars,Social,53016
Pillars,Social,53019
Innovation Accelerators,Internet of Things (IoT),53028
Pillars,Social,53034
Innovation Accelerators,Internet of Things (IoT),53034
Pillars,Social,53041
Innovation Accelerators,Artificial Intelligence Systems,53050
Pillars,Social,53060
Pillars,Social,53064
Innovation Accelerators,Robotics,53072
Innovation Accelerators,Artificial Intelligence Systems,53075
Pillars,Social,53083
Pillars,Social,53087
Innovation Accelerators,Blockchain,53089
Pillars,Social,53091
Pillars,Social,53092
Innovation Accelerators,Artificial Intelligence Systems,53101
Pillars,Social,53104
Innovation Accelerators,Next Generation Security,53104
Pillars,Social,53107
Innovation Accelerators,Blockchain,53107
Pillars,Social,53108
Pillars,Social,53114
Innovation Accelerators,Robotics,53114
Pillars,Social,53122
Pillars,Social,53124
Innovation Accelerators,Blockchain,53127
Pillars,Social,53133
Pillars,Social,53135
Pillars,Social,53140
Pillars,Social,53143
Pillars,Social,53161
Pillars,Social,53168
Innovation Accelerators,Blockchain,53168
Pillars,Social,53175
Innovation Accelerators,"3D Printing",53176
Pillars,Social,53178
Pillars,Social,53184
Innovation Accelerators,Blockchain,53196
Innovation Accelerators,Robotics,53198
Pillars,Social,53203
Innovation Accelerators,Internet of Things (IoT),53203
Innovation Accelerators,Blockchain,53203
Pillars,Social,53205
Innovation Accelerators,Internet of Things (IoT),53205
Innovation Accelerators,Robotics,53205
Innovation Accelerators,"3D Printing",53205
Innovation Accelerators,AR/VR,53205
Innovation Accelerators,"3D Printing",53208
Innovation Accelerators,AR/VR,53208
Pillars,Social,53209
Pillars,Social,53214
Pillars,Social,53217
Innovation Accelerators,Robotics,53218
Innovation Accelerators,AR/VR,53218
Pillars,Social,53231
Innovation Accelerators,Internet of Things (IoT),53231
Pillars,Social,53234
Pillars,Social,53235
Innovation Accelerators,AR/VR,53235
Innovation Accelerators,"3D Printing",53244
Pillars,Social,53247
Pillars,Social,53253
Pillars,Social,53256
Pillars,Social,53267
Pillars,Social,53271
Innovation Accelerators,Internet of Things (IoT),53271
Innovation Accelerators,Robotics,53271
Innovation Accelerators,Artificial Intelligence Systems,53271
Pillars,Social,53289
Pillars,Social,53290
Innovation Accelerators,Internet of Things (IoT),53290
Pillars,Social,53294
Pillars,Social,53295
Pillars,Social,53296
Pillars,Social,53299
Innovation Accelerators,Robotics,53299
Pillars,Social,53300
Innovation Accelerators,Robotics,53303
Pillars,Social,53308
Innovation Accelerators,Internet of Things (IoT),53308
Innovation Accelerators,Blockchain,53308
Innovation Accelerators,"3D Printing",53318
Pillars,Social,53321
Pillars,Social,53331
Innovation Accelerators,Next Generation Security,53339
Innovation Accelerators,Internet of Things (IoT),53341
Pillars,Social,53356
Innovation Accelerators,Next Generation Security,53362
Innovation Accelerators,Blockchain,53364
Innovation Accelerators,Internet of Things (IoT),53365
Pillars,Social,53369
Pillars,Social,53391
Pillars,Social,53394
Pillars,Social,53397
Pillars,Social,53398
Pillars,Social,53407
Pillars,Social,53412
Pillars,Social,53413
Pillars,Social,53418
Pillars,Social,53426
Innovation Accelerators,Internet of Things (IoT),53426
Pillars,Social,53435
Pillars,Social,53438
Innovation Accelerators,Internet of Things (IoT),53438
Pillars,Social,53442
Innovation Accelerators,Internet of Things (IoT),53445
Pillars,Social,53449
Pillars,Social,53458
Pillars,Social,53487
Pillars,Social,53490
Pillars,Social,53492
Pillars,Social,53494
Pillars,Social,53500
Innovation Accelerators,AR/VR,53511
Pillars,Social,53514
Innovation Accelerators,Artificial Intelligence Systems,53516
Innovation Accelerators,Next Generation Security,53518
Innovation Accelerators,Artificial Intelligence Systems,53518
Innovation Accelerators,Blockchain,53518
Pillars,Social,53535
Pillars,Social,53536
Pillars,Social,53550
Pillars,Social,53552
Pillars,Social,53553
Pillars,Social,53554
Pillars,Social,53557
Pillars,Social,53561
Innovation Accelerators,Internet of Things (IoT),53561
Pillars,Social,53569
Pillars,Social,53571
Innovation Accelerators,AR/VR,53571
Innovation Accelerators,Internet of Things (IoT),53582
Pillars,Social,53583
Pillars,Social,53587
Pillars,Social,53588
Innovation Accelerators,Internet of Things (IoT),53588
Pillars,Social,53600
Pillars,Social,53606
Pillars,Social,53607
Innovation Accelerators,Internet of Things (IoT),53607
Pillars,Social,53611
Pillars,Social,53612
Innovation Accelerators,Internet of Things (IoT),53615
Innovation Accelerators,Blockchain,53615
Pillars,Social,53629
Pillars,Social,53638
Pillars,Social,53640
Pillars,Social,53649
Innovation Accelerators,Internet of Things (IoT),53649
Innovation Accelerators,Artificial Intelligence Systems,53651
Pillars,Social,53657
Innovation Accelerators,"3D Printing",53669
Innovation Accelerators,Internet of Things (IoT),53672
Pillars,Social,53673
Pillars,Social,53695
Pillars,Social,53697
Pillars,Social,53699
Innovation Accelerators,AR/VR,53702
Pillars,Social,53704
Pillars,Social,53705
Pillars,Social,53711
Innovation Accelerators,Artificial Intelligence Systems,53716
Innovation Accelerators,Artificial Intelligence Systems,53719
Innovation Accelerators,Internet of Things (IoT),53744
Innovation Accelerators,Blockchain,53744
Innovation Accelerators,Artificial Intelligence Systems,53749
Pillars,Social,53750
Pillars,Social,53752
Innovation Accelerators,Internet of Things (IoT),53754
Innovation Accelerators,Next Generation Security,53754
Innovation Accelerators,"3D Printing",53754
Innovation Accelerators,AR/VR,53754
Pillars,Social,53757
Pillars,Social,53758
Pillars,Social,53761
Innovation Accelerators,Internet of Things (IoT),53761
Pillars,Social,53763
Pillars,Big Data and Analytics,53763
Innovation Accelerators,Artificial Intelligence Systems,53768
Pillars,Social,53771
Innovation Accelerators,Robotics,53777
Innovation Accelerators,Artificial Intelligence Systems,53778
Pillars,Social,53779
Pillars,Social,53783
Innovation Accelerators,Internet of Things (IoT),53783
Innovation Accelerators,Robotics,53783
Innovation Accelerators,AR/VR,53783
Pillars,Social,53785
Innovation Accelerators,Blockchain,53785
Pillars,Social,53787
